"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"80-84 years"	"80-84"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	10	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	475	75025647	0.6	0.6	0.7	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	153	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	21	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	538	75025647	0.7	0.7	0.8	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-harm by drowning and submersion"	"X71"	98	75025647	0.1	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-harm by handgun discharge"	"X72"	353	75025647	0.5	0.4	0.5	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	19	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	657	75025647	0.9	0.8	0.9	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-harm by smoke, fire and flames"	"X76"	13	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-harm by sharp object"	"X78"	54	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-harm by jumping from a high place"	"X80"	147	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-harm by jumping or lying before moving object"	"X81"	16	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-harm by other specified means"	"X83"	30	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Intentional self-harm by unspecified means"	"X84"	17	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Assault by drugs, medicaments and biological substances"	"X85"	13	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Assault by hanging, strangulation and suffocation"	"X91"	138	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Assault by handgun discharge"	"X93"	71	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	47	75025647	0.1	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Assault by other and unspecified firearm discharge"	"X95"	409	75025647	0.5	0.5	0.6	0.0	0.0%
	"80-84 years"	"80-84"	"Assault by smoke, fire and flames"	"X97"	26	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Assault by sharp object"	"X99"	189	75025647	0.3	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Assault by blunt object"	"Y00"	30	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"By unspecified person"	"Y06.9"	35	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Assault by other specified means"	"Y08"	82	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Assault by unspecified means"	"Y09"	295	75025647	0.4	0.3	0.4	0.0	0.0%
	"80-84 years"	"80-84"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	19	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	25	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	56	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Poisoning by and exposure to other gases and vapours, undetermined intent"	"Y17"	29	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Drowning and submersion, undetermined intent"	"Y21"	28	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Other and unspecified firearm discharge, undetermined intent"	"Y24"	11	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Exposure to smoke, fire and flames, undetermined intent"	"Y26"	42	75025647	0.1	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Falling, jumping or pushed from a high place, undetermined intent"	"Y30"	19	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Other specified events, undetermined intent"	"Y33"	92	75025647	0.1	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Unspecified event, undetermined intent"	"Y34"	215	75025647	0.3	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Systemic antibiotic, unspecified"	"Y40.9"	20	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Androgens and anabolic congeners"	"Y42.7"	30	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Other antineoplastic drugs"	"Y43.3"	14	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Immunosuppressive agents"	"Y43.4"	19	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Anticoagulants"	"Y44.2"	135	75025647	0.2	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Opioids and related analgesics"	"Y45.0"	11	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Other nonsteroidal anti-inflammatory drugs [NSAID]"	"Y45.3"	11	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"X-ray contrast media"	"Y57.5"	17	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Drug or medicament, unspecified"	"Y57.9"	130	75025647	0.2	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"During surgical operation"	"Y60.0"	33	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"During endoscopic examination"	"Y60.4"	51	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"During heart catheterization"	"Y60.5"	10	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"During aspiration, puncture and other catheterization"	"Y60.6"	14	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"During other surgical and medical care"	"Y60.8"	37	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"During unspecified surgical and medical care"	"Y60.9"	13	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Other specified misadventures during surgical and medical care"	"Y65.8"	26	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Surgical operation with transplant of whole organ"	"Y83.0"	26	75025647	0.0	0.0	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Surgical operation with implant of artificial internal device"	"Y83.1"	717	75025647	1.0	0.9	1.0	0.0	0.0%
	"80-84 years"	"80-84"	"Surgical operation with anastomosis, bypass or graft"	"Y83.2"	247	75025647	0.3	0.3	0.4	0.0	0.0%
	"80-84 years"	"80-84"	"Surgical operation with formation of external stoma"	"Y83.3"	200	75025647	0.3	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Other reconstructive surgery"	"Y83.4"	200	75025647	0.3	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Amputation of limb(s)"	"Y83.5"	163	75025647	0.2	0.2	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Removal of other organ (partial) (total)"	"Y83.6"	219	75025647	0.3	0.3	0.3	0.0	0.0%
	"80-84 years"	"80-84"	"Other surgical procedures"	"Y83.8"	157	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Surgical procedure, unspecified"	"Y83.9"	976	75025647	1.3	1.2	1.4	0.0	0.0%
	"80-84 years"	"80-84"	"Cardiac catheterization"	"Y84.0"	22	75025647	0.0	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Kidney dialysis"	"Y84.1"	59	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Radiological procedure and radiotherapy"	"Y84.2"	63	75025647	0.1	0.1	0.1	0.0	0.0%
	"80-84 years"	"80-84"	"Urinary catheterization"	"Y84.6"	122	75025647	0.2	0.1	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Other medical procedures"	"Y84.8"	441	75025647	0.6	0.5	0.6	0.0	0.0%
	"80-84 years"	"80-84"	"Medical procedure, unspecified"	"Y84.9"	14	75025647	Unreliable	0.0	0.0	0.0	0.0%
	"80-84 years"	"80-84"	"Sequelae of motor-vehicle accident"	"Y85.0"	146	75025647	0.2	0.2	0.2	0.0	0.0%
	"80-84 years"	"80-84"	"Sequelae of other accidents"	"Y86"	1050	75025647	1.4	1.3	1.5	0.0	0.0%
	"80-84 years"	"80-84"	"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"	"Y88.3"	137	75025647	0.2	0.2	0.2	0.0	0.0%
	"85-89 years"	"85-89"	"Salmonella enteritis"	"A02.0"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Salmonella septicaemia"	"A02.1"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Campylobacter enteritis"	"A04.5"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Enterocolitis due to Clostridium difficile"	"A04.7"	15785	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"85-89 years"	"85-89"	"Other specified bacterial intestinal infections"	"A04.8"	199	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Bacterial intestinal infection, unspecified"	"A04.9"	58	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Acute gastroenteropathy due to Norwalk agent"	"A08.1"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Viral intestinal infection, unspecified"	"A08.4"	249	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Diarrhoea and gastroenteritis of infectious origin"	"A09"	146	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	417	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	2894	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Tuberculosis of lung, without mention of bacteriological or histological confirmation"	"A16.2"	316	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation"	"A16.9"	231	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Tuberculosis of bones and joints"	"A18.0"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Miliary tuberculosis, unspecified"	"A19.9"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Pasteurellosis"	"A28.0"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Pulmonary mycobacterial infection"	"A31.0"	523	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Mycobacterial infection, unspecified"	"A31.9"	91	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Listerial meningitis and meningoencephalitis"	"A32.1"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Listerial septicaemia"	"A32.7"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Listeriosis, unspecified"	"A32.9"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Other tetanus"	"A35"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Meningococcaemia, unspecified"	"A39.4"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Septicaemia due to streptococcus, group A"	"A40.0"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Septicaemia due to streptococcus, group B"	"A40.1"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Septicaemia due to streptococcus, group D"	"A40.2"	188	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Septicaemia due to Streptococcus pneumoniae"	"A40.3"	171	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Other streptococcal septicaemia"	"A40.8"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Streptococcal septicaemia, unspecified"	"A40.9"	187	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	1018	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Septicaemia due to other specified staphylococcus"	"A41.1"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Septicaemia due to unspecified staphylococcus"	"A41.2"	683	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Septicaemia due to Haemophilus influenzae"	"A41.3"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Septicaemia due to anaerobes"	"A41.4"	259	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	1575	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Other specified septicaemia"	"A41.8"	129	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Septicaemia, unspecified"	"A41.9"	64750	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2%
	"85-89 years"	"85-89"	"Pulmonary nocardiosis"	"A43.0"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Nocardiosis, unspecified"	"A43.9"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Gas gangrene"	"A48.0"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Legionnaires disease"	"A48.1"	106	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Toxic shock syndrome"	"A48.3"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Staphylococcal infection, unspecified"	"A49.0"	710	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Streptococcal infection, unspecified"	"A49.1"	191	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Other bacterial infections of unspecified site"	"A49.8"	279	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Bacterial infection, unspecified"	"A49.9"	967	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Symptomatic neurosyphilis"	"A52.1"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Neurosyphilis, unspecified"	"A52.3"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Progressive multifocal leukoencephalopathy"	"A81.2"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Unspecified viral encephalitis"	"A86"	163	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Viral meningitis, unspecified"	"A87.9"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Unspecified viral infection of central nervous system"	"A89"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"West Nile fever"	"A92.3"	104	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Herpesviral encephalitis"	"B00.4"	226	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Other forms of herpesviral infection"	"B00.8"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Herpesviral infection, unspecified"	"B00.9"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Varicella encephalitis"	"B01.1"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Zoster encephalitis"	"B02.0"	52	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Zoster with other nervous system involvement"	"B02.2"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Zoster ocular disease"	"B02.3"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Disseminated zoster"	"B02.7"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Zoster without complication"	"B02.9"	304	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Hepatitis A without hepatic coma"	"B15.9"	55	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Acute hepatitis B without delta-agent with hepatic coma"	"B16.2"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Acute hepatitis B without delta-agent and without hepatic coma"	"B16.9"	125	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Acute hepatitis C"	"B17.1"	254	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Acute viral hepatitis, unspecified"	"B17.9"	55	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Chronic viral hepatitis B without delta-agent"	"B18.1"	52	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Chronic viral hepatitis C"	"B18.2"	986	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Chronic viral hepatitis, unspecified"	"B18.9"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Unspecified viral hepatitis without hepatic coma"	"B19.9"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"HIV disease resulting in encephalopathy"	"B22.0"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"HIV disease resulting in multiple diseases classified elsewhere"	"B22.7"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"HIV disease resulting in other specified conditions"	"B23.8"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Cytomegaloviral pneumonitis"	"B25.0"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Other cytomegaloviral diseases"	"B25.8"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Cytomegaloviral disease, unspecified"	"B25.9"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Viral carditis"	"B33.2"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"85-89 years"	"85-89"	"Coronavirus infection, unspecified"	"B34.2"	169	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
