"Notes"	"Cause of death"	"Cause of death Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Deaths"	"Population"	"Crude Rate"	"Crude Rate Lower 95% Confidence Interval"	"Crude Rate Upper 95% Confidence Interval"	"Crude Rate Standard Error"	"% of Total Deaths"
	"Stenosis of pulmonary artery"	"Q25.6"	"65-69 years"	"65-69"	11	133793292	Unreliable	0.0	0.0	0.0	0.0%
	"Stenosis of pulmonary artery"	"Q25.6"	"70-74 years"	"70-74"	11	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Stenosis of pulmonary artery"	"Q25.6"	"75-79 years"	"75-79"	12	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Stenosis of pulmonary artery"	"Q25.6"	"80-84 years"	"80-84"	11	49947616	Unreliable	0.0	0.0	0.0	0.0%
	"Stenosis of pulmonary artery"	"Q25.6"	"85-89 years"	"85-89"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Other congenital malformations of pulmonary artery"	"Q25.7"	"< 1 year"	"1"	43	44436653	0.1	0.1	0.1	0.0	0.0%
	"Total anomalous pulmonary venous connection"	"Q26.2"	"< 1 year"	"1"	226	44436653	0.5	0.4	0.6	0.0	0.0%
	"Partial anomalous pulmonary venous connection"	"Q26.3"	"< 1 year"	"1"	29	44436653	0.1	0.0	0.1	0.0	0.0%
	"Anomalous pulmonary venous connection, unspecified"	"Q26.4"	"< 1 year"	"1"	150	44436653	0.3	0.3	0.4	0.0	0.0%
	"Other congenital malformations of great veins"	"Q26.8"	"< 1 year"	"1"	55	44436653	0.1	0.1	0.2	0.0	0.0%
	"Congenital malformation of great vein, unspecified"	"Q26.9"	"< 1 year"	"1"	22	44436653	0.0	0.0	0.1	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"< 1 year"	"1"	73	44436653	0.2	0.1	0.2	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"1-4 years"	"1-4"	24	178140207	0.0	0.0	0.0	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"5-9 years"	"5-9"	31	226500076	0.0	0.0	0.0	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"10-14 years"	"10-14"	47	234284030	0.0	0.0	0.0	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"15-19 years"	"15-19"	43	239483577	0.0	0.0	0.0	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"20-24 years"	"20-24"	39	239951389	0.0	0.0	0.0	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"25-29 years"	"25-29"	44	234285878	0.0	0.0	0.0	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"30-34 years"	"30-34"	58	229872405	0.0	0.0	0.0	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"35-39 years"	"35-39"	63	230611430	0.0	0.0	0.0	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"40-44 years"	"40-44"	69	232968123	0.0	0.0	0.0	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"45-49 years"	"45-49"	110	232932105	0.0	0.0	0.1	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"50-54 years"	"50-54"	123	223575070	0.1	0.0	0.1	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"55-59 years"	"55-59"	143	201411886	0.1	0.1	0.1	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"60-64 years "	"60-64"	154	168055475	0.1	0.1	0.1	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"65-69 years"	"65-69"	161	133793292	0.1	0.1	0.1	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"70-74 years"	"70-74"	202	102736281	0.2	0.2	0.2	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"75-79 years"	"75-79"	271	75129413	0.4	0.3	0.4	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"80-84 years"	"80-84"	305	49947616	0.6	0.5	0.7	0.0	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"85-89 years"	"85-89"	287	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"90-94 years"	"90-94"	157	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Peripheral arteriovenous malformation"	"Q27.3"	"95-99 years"	"95-99"	46	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Other specified congenital malformations of peripheral vascular system"	"Q27.8"	"< 1 year"	"1"	16	44436653	Unreliable	0.0	0.1	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"< 1 year"	"1"	106	44436653	0.2	0.2	0.3	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"1-4 years"	"1-4"	11	178140207	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"15-19 years"	"15-19"	16	239483577	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"20-24 years"	"20-24"	21	239951389	0.0	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"25-29 years"	"25-29"	27	234285878	0.0	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"30-34 years"	"30-34"	13	229872405	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"35-39 years"	"35-39"	14	230611430	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"40-44 years"	"40-44"	23	232968123	0.0	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"45-49 years"	"45-49"	30	232932105	0.0	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"50-54 years"	"50-54"	34	223575070	0.0	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"55-59 years"	"55-59"	31	201411886	0.0	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"60-64 years "	"60-64"	24	168055475	0.0	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"65-69 years"	"65-69"	19	133793292	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"70-74 years"	"70-74"	25	102736281	0.0	0.0	0.0	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"75-79 years"	"75-79"	27	75129413	0.0	0.0	0.1	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"80-84 years"	"80-84"	30	49947616	0.1	0.0	0.1	0.0	0.0%
	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	"85-89 years"	"85-89"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"< 1 year"	"1"	81	44436653	0.2	0.1	0.2	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"5-9 years"	"5-9"	35	226500076	0.0	0.0	0.0	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"10-14 years"	"10-14"	29	234284030	0.0	0.0	0.0	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"15-19 years"	"15-19"	42	239483577	0.0	0.0	0.0	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"20-24 years"	"20-24"	42	239951389	0.0	0.0	0.0	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"25-29 years"	"25-29"	39	234285878	0.0	0.0	0.0	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"30-34 years"	"30-34"	51	229872405	0.0	0.0	0.0	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"35-39 years"	"35-39"	65	230611430	0.0	0.0	0.0	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"40-44 years"	"40-44"	94	232968123	0.0	0.0	0.0	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"45-49 years"	"45-49"	112	232932105	0.0	0.0	0.1	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"50-54 years"	"50-54"	114	223575070	0.1	0.0	0.1	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"55-59 years"	"55-59"	102	201411886	0.1	0.0	0.1	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"60-64 years "	"60-64"	102	168055475	0.1	0.0	0.1	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"65-69 years"	"65-69"	85	133793292	0.1	0.1	0.1	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"70-74 years"	"70-74"	99	102736281	0.1	0.1	0.1	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"75-79 years"	"75-79"	77	75129413	0.1	0.1	0.1	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"80-84 years"	"80-84"	50	49947616	0.1	0.1	0.1	0.0	0.0%
	"Arteriovenous malformation of cerebral vessels"	"Q28.2"	"85-89 years"	"85-89"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"< 1 year"	"1"	131	44436653	0.3	0.2	0.3	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"1-4 years"	"1-4"	14	178140207	Unreliable	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"5-9 years"	"5-9"	15	226500076	Unreliable	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"10-14 years"	"10-14"	15	234284030	Unreliable	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"15-19 years"	"15-19"	10	239483577	Unreliable	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"20-24 years"	"20-24"	13	239951389	Unreliable	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"25-29 years"	"25-29"	21	234285878	0.0	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"30-34 years"	"30-34"	16	229872405	Unreliable	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"35-39 years"	"35-39"	16	230611430	Unreliable	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"40-44 years"	"40-44"	20	232968123	0.0	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"45-49 years"	"45-49"	25	232932105	0.0	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"50-54 years"	"50-54"	24	223575070	0.0	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"55-59 years"	"55-59"	27	201411886	0.0	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"60-64 years "	"60-64"	15	168055475	Unreliable	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"65-69 years"	"65-69"	17	133793292	Unreliable	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"70-74 years"	"70-74"	13	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"75-79 years"	"75-79"	15	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Other malformations of cerebral vessels"	"Q28.3"	"80-84 years"	"80-84"	11	49947616	Unreliable	0.0	0.0	0.0	0.0%
	"Other specified congenital malformations of circulatory system"	"Q28.8"	"< 1 year"	"1"	28	44436653	0.1	0.0	0.1	0.0	0.0%
	"Congenital malformation of circulatory system, unspecified"	"Q28.9"	"< 1 year"	"1"	11	44436653	Unreliable	0.0	0.0	0.0	0.0%
	"Choanal atresia"	"Q30.0"	"< 1 year"	"1"	12	44436653	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital subglottic stenosis"	"Q31.1"	"1-4 years"	"1-4"	18	178140207	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital laryngomalacia"	"Q31.5"	"< 1 year"	"1"	48	44436653	0.1	0.1	0.1	0.0	0.0%
	"Congenital laryngomalacia"	"Q31.5"	"1-4 years"	"1-4"	21	178140207	0.0	0.0	0.0	0.0	0.0%
	"Other congenital malformations of larynx"	"Q31.8"	"< 1 year"	"1"	57	44436653	0.1	0.1	0.2	0.0	0.0%
	"Congenital tracheomalacia"	"Q32.0"	"< 1 year"	"1"	30	44436653	0.1	0.0	0.1	0.0	0.0%
	"Congenital tracheomalacia"	"Q32.0"	"1-4 years"	"1-4"	12	178140207	Unreliable	0.0	0.0	0.0	0.0%
	"Other congenital malformations of trachea"	"Q32.1"	"< 1 year"	"1"	287	44436653	0.6	0.6	0.7	0.0	0.0%
	"Other congenital malformations of trachea"	"Q32.1"	"1-4 years"	"1-4"	13	178140207	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital bronchomalacia"	"Q32.2"	"< 1 year"	"1"	11	44436653	Unreliable	0.0	0.0	0.0	0.0%
	"Other congenital malformations of bronchus"	"Q32.4"	"< 1 year"	"1"	11	44436653	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital cystic lung"	"Q33.0"	"< 1 year"	"1"	81	44436653	0.2	0.1	0.2	0.0	0.0%
	"Sequestration of lung"	"Q33.2"	"< 1 year"	"1"	11	44436653	Unreliable	0.0	0.0	0.0	0.0%
	"Agenesis of lung"	"Q33.3"	"< 1 year"	"1"	60	44436653	0.1	0.1	0.2	0.0	0.0%
	"Hypoplasia and dysplasia of lung"	"Q33.6"	"< 1 year"	"1"	4817	44436653	10.8	10.5	11.1	0.2	0.0%
	"Hypoplasia and dysplasia of lung"	"Q33.6"	"1-4 years"	"1-4"	37	178140207	0.0	0.0	0.0	0.0	0.0%
	"Other congenital malformations of lung"	"Q33.8"	"< 1 year"	"1"	18	44436653	Unreliable	0.0	0.1	0.0	0.0%
	"Congenital malformation of lung, unspecified"	"Q33.9"	"< 1 year"	"1"	168	44436653	0.4	0.3	0.4	0.0	0.0%
	"Congenital malformation of lung, unspecified"	"Q33.9"	"1-4 years"	"1-4"	18	178140207	Unreliable	0.0	0.0	0.0	0.0%
	"Other specified congenital malformations of respiratory system"	"Q34.8"	"< 1 year"	"1"	41	44436653	0.1	0.1	0.1	0.0	0.0%
	"Congenital malformation of respiratory system, unspecified"	"Q34.9"	"< 1 year"	"1"	64	44436653	0.1	0.1	0.2	0.0	0.0%
	"Cleft palate, unspecified"	"Q35.9"	"< 1 year"	"1"	21	44436653	0.0	0.0	0.1	0.0	0.0%
	"Unspecified cleft palate with cleft lip, unilateral"	"Q37.9"	"< 1 year"	"1"	21	44436653	0.0	0.0	0.1	0.0	0.0%
	"Atresia of oesophagus without fistula"	"Q39.0"	"< 1 year"	"1"	47	44436653	0.1	0.1	0.1	0.0	0.0%
	"Atresia of oesophagus with tracheo-oesophageal fistula"	"Q39.1"	"< 1 year"	"1"	17	44436653	Unreliable	0.0	0.1	0.0	0.0%
	"Congenital tracheo-oesophageal fistula without atresia"	"Q39.2"	"< 1 year"	"1"	60	44436653	0.1	0.1	0.2	0.0	0.0%
	"Diverticulum of oesophagus"	"Q39.6"	"75-79 years"	"75-79"	24	75129413	0.0	0.0	0.0	0.0	0.0%
	"Diverticulum of oesophagus"	"Q39.6"	"80-84 years"	"80-84"	24	49947616	0.0	0.0	0.1	0.0	0.0%
	"Diverticulum of oesophagus"	"Q39.6"	"85-89 years"	"85-89"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticulum of oesophagus"	"Q39.6"	"90-94 years"	"90-94"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Diverticulum of oesophagus"	"Q39.6"	"95-99 years"	"95-99"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Congenital hypertrophic pyloric stenosis"	"Q40.0"	"< 1 year"	"1"	37	44436653	0.1	0.1	0.1	0.0	0.0%
	"Congenital absence, atresia and stenosis of duodenum"	"Q41.0"	"< 1 year"	"1"	31	44436653	0.1	0.0	0.1	0.0	0.0%
	"Congenital absence, atresia and stenosis of jejunum"	"Q41.1"	"< 1 year"	"1"	17	44436653	Unreliable	0.0	0.1	0.0	0.0%
	"Congenital absence, atresia and stenosis of ileum"	"Q41.2"	"< 1 year"	"1"	12	44436653	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital absence, atresia and stenosis of small intestine, part unspecified"	"Q41.9"	"< 1 year"	"1"	41	44436653	0.1	0.1	0.1	0.0	0.0%
	"Congenital absence, atresia and stenosis of anus without fistula"	"Q42.3"	"< 1 year"	"1"	30	44436653	0.1	0.0	0.1	0.0	0.0%
	"Congenital absence, atresia and stenosis of large intestine, part unspecified"	"Q42.9"	"< 1 year"	"1"	13	44436653	Unreliable	0.0	0.1	0.0	0.0%
	"Meckel diverticulum"	"Q43.0"	"1-4 years"	"1-4"	24	178140207	0.0	0.0	0.0	0.0	0.0%
	"Meckel diverticulum"	"Q43.0"	"60-64 years "	"60-64"	14	168055475	Unreliable	0.0	0.0	0.0	0.0%
	"Meckel diverticulum"	"Q43.0"	"70-74 years"	"70-74"	14	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Meckel diverticulum"	"Q43.0"	"75-79 years"	"75-79"	10	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Meckel diverticulum"	"Q43.0"	"80-84 years"	"80-84"	15	49947616	Unreliable	0.0	0.0	0.0	0.0%
	"Meckel diverticulum"	"Q43.0"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Hirschsprung disease"	"Q43.1"	"< 1 year"	"1"	150	44436653	0.3	0.3	0.4	0.0	0.0%
	"Hirschsprung disease"	"Q43.1"	"1-4 years"	"1-4"	50	178140207	0.0	0.0	0.0	0.0	0.0%
	"Hirschsprung disease"	"Q43.1"	"5-9 years"	"5-9"	18	226500076	Unreliable	0.0	0.0	0.0	0.0%
	"Hirschsprung disease"	"Q43.1"	"15-19 years"	"15-19"	10	239483577	Unreliable	0.0	0.0	0.0	0.0%
	"Hirschsprung disease"	"Q43.1"	"40-44 years"	"40-44"	10	232968123	Unreliable	0.0	0.0	0.0	0.0%
	"Hirschsprung disease"	"Q43.1"	"45-49 years"	"45-49"	11	232932105	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformations of intestinal fixation"	"Q43.3"	"< 1 year"	"1"	175	44436653	0.4	0.3	0.5	0.0	0.0%
	"Congenital malformations of intestinal fixation"	"Q43.3"	"1-4 years"	"1-4"	32	178140207	0.0	0.0	0.0	0.0	0.0%
	"Congenital malformations of intestinal fixation"	"Q43.3"	"5-9 years"	"5-9"	15	226500076	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformations of intestinal fixation"	"Q43.3"	"10-14 years"	"10-14"	15	234284030	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformations of intestinal fixation"	"Q43.3"	"15-19 years"	"15-19"	12	239483577	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformations of intestinal fixation"	"Q43.3"	"50-54 years"	"50-54"	10	223575070	Unreliable	0.0	0.0	0.0	0.0%
	"Other specified congenital malformations of intestine"	"Q43.8"	"< 1 year"	"1"	107	44436653	0.2	0.2	0.3	0.0	0.0%
	"Other specified congenital malformations of intestine"	"Q43.8"	"1-4 years"	"1-4"	31	178140207	0.0	0.0	0.0	0.0	0.0%
	"Other specified congenital malformations of intestine"	"Q43.8"	"80-84 years"	"80-84"	10	49947616	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformation of intestine, unspecified"	"Q43.9"	"< 1 year"	"1"	41	44436653	0.1	0.1	0.1	0.0	0.0%
	"Congenital malformation of intestine, unspecified"	"Q43.9"	"70-74 years"	"70-74"	12	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Atresia of bile ducts"	"Q44.2"	"< 1 year"	"1"	82	44436653	0.2	0.1	0.2	0.0	0.0%
	"Atresia of bile ducts"	"Q44.2"	"1-4 years"	"1-4"	30	178140207	0.0	0.0	0.0	0.0	0.0%
	"Atresia of bile ducts"	"Q44.2"	"15-19 years"	"15-19"	12	239483577	Unreliable	0.0	0.0	0.0	0.0%
	"Atresia of bile ducts"	"Q44.2"	"20-24 years"	"20-24"	12	239951389	Unreliable	0.0	0.0	0.0	0.0%
	"Atresia of bile ducts"	"Q44.2"	"25-29 years"	"25-29"	15	234285878	Unreliable	0.0	0.0	0.0	0.0%
	"Other congenital malformations of bile ducts"	"Q44.5"	"< 1 year"	"1"	35	44436653	0.1	0.1	0.1	0.0	0.0%
	"Cystic disease of liver"	"Q44.6"	"50-54 years"	"50-54"	15	223575070	Unreliable	0.0	0.0	0.0	0.0%
	"Cystic disease of liver"	"Q44.6"	"55-59 years"	"55-59"	17	201411886	Unreliable	0.0	0.0	0.0	0.0%
	"Cystic disease of liver"	"Q44.6"	"60-64 years "	"60-64"	17	168055475	Unreliable	0.0	0.0	0.0	0.0%
	"Cystic disease of liver"	"Q44.6"	"65-69 years"	"65-69"	21	133793292	0.0	0.0	0.0	0.0	0.0%
	"Cystic disease of liver"	"Q44.6"	"70-74 years"	"70-74"	15	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Cystic disease of liver"	"Q44.6"	"75-79 years"	"75-79"	11	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Other congenital malformations of liver"	"Q44.7"	"< 1 year"	"1"	19	44436653	Unreliable	0.0	0.1	0.0	0.0%
	"Other congenital malformations of liver"	"Q44.7"	"1-4 years"	"1-4"	25	178140207	0.0	0.0	0.0	0.0	0.0%
	"Other congenital malformations of liver"	"Q44.7"	"10-14 years"	"10-14"	13	234284030	Unreliable	0.0	0.0	0.0	0.0%
	"Other congenital malformations of liver"	"Q44.7"	"20-24 years"	"20-24"	11	239951389	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformation of digestive system, unspecified"	"Q45.9"	"< 1 year"	"1"	13	44436653	Unreliable	0.0	0.1	0.0	0.0%
	"Congenital malformation of digestive system, unspecified"	"Q45.9"	"70-74 years"	"70-74"	10	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformation of digestive system, unspecified"	"Q45.9"	"80-84 years"	"80-84"	12	49947616	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital malformation of male genital organ, unspecified"	"Q55.9"	"< 1 year"	"1"	12	44436653	Unreliable	0.0	0.0	0.0	0.0%
	"Indeterminate sex, unspecified"	"Q56.4"	"< 1 year"	"1"	11	44436653	Unreliable	0.0	0.0	0.0	0.0%
	"Renal agenesis, unilateral"	"Q60.0"	"< 1 year"	"1"	20	44436653	0.0	0.0	0.1	0.0	0.0%
	"Renal agenesis, unilateral"	"Q60.0"	"65-69 years"	"65-69"	14	133793292	Unreliable	0.0	0.0	0.0	0.0%
	"Renal agenesis, unilateral"	"Q60.0"	"70-74 years"	"70-74"	11	102736281	Unreliable	0.0	0.0	0.0	0.0%
	"Renal agenesis, unilateral"	"Q60.0"	"75-79 years"	"75-79"	20	75129413	0.0	0.0	0.0	0.0	0.0%
	"Renal agenesis, unilateral"	"Q60.0"	"80-84 years"	"80-84"	17	49947616	Unreliable	0.0	0.1	0.0	0.0%
	"Renal agenesis, unilateral"	"Q60.0"	"85-89 years"	"85-89"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Renal agenesis, unilateral"	"Q60.0"	"90-94 years"	"90-94"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Renal agenesis, bilateral"	"Q60.1"	"< 1 year"	"1"	509	44436653	1.1	1.0	1.2	0.1	0.0%
	"Renal agenesis, unspecified"	"Q60.2"	"< 1 year"	"1"	1503	44436653	3.4	3.2	3.6	0.1	0.0%
	"Renal hypoplasia, bilateral"	"Q60.4"	"< 1 year"	"1"	16	44436653	Unreliable	0.0	0.1	0.0	0.0%
	"Renal hypoplasia, unspecified"	"Q60.5"	"< 1 year"	"1"	170	44436653	0.4	0.3	0.4	0.0	0.0%
	"Potter syndrome"	"Q60.6"	"< 1 year"	"1"	1062	44436653	2.4	2.2	2.5	0.1	0.0%
	"Congenital single renal cyst"	"Q61.0"	"< 1 year"	"1"	10	44436653	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital single renal cyst"	"Q61.0"	"75-79 years"	"75-79"	10	75129413	Unreliable	0.0	0.0	0.0	0.0%
	"Congenital single renal cyst"	"Q61.0"	"80-84 years"	"80-84"	19	49947616	Unreliable	0.0	0.1	0.0	0.0%
	"Congenital single renal cyst"	"Q61.0"	"85-89 years"	"85-89"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Polycystic kidney, infantile type"	"Q61.1"	"< 1 year"	"1"	176	44436653	0.4	0.3	0.5	0.0	0.0%
	"Polycystic kidney, adult type"	"Q61.2"	"40-44 years"	"40-44"	10	232968123	Unreliable	0.0	0.0	0.0	0.0%
	"Polycystic kidney, adult type"	"Q61.2"	"45-49 years"	"45-49"	24	232932105	0.0	0.0	0.0	0.0	0.0%
	"Polycystic kidney, adult type"	"Q61.2"	"50-54 years"	"50-54"	26	223575070	0.0	0.0	0.0	0.0	0.0%
	"Polycystic kidney, adult type"	"Q61.2"	"55-59 years"	"55-59"	23	201411886	0.0	0.0	0.0	0.0	0.0%
	"Polycystic kidney, adult type"	"Q61.2"	"60-64 years "	"60-64"	27	168055475	0.0	0.0	0.0	0.0	0.0%
	"Polycystic kidney, adult type"	"Q61.2"	"65-69 years"	"65-69"	35	133793292	0.0	0.0	0.0	0.0	0.0%
	"Polycystic kidney, adult type"	"Q61.2"	"70-74 years"	"70-74"	25	102736281	0.0	0.0	0.0	0.0	0.0%
	"Polycystic kidney, adult type"	"Q61.2"	"75-79 years"	"75-79"	24	75129413	0.0	0.0	0.0	0.0	0.0%
	"Polycystic kidney, adult type"	"Q61.2"	"80-84 years"	"80-84"	22	49947616	0.0	0.0	0.1	0.0	0.0%
	"Polycystic kidney, adult type"	"Q61.2"	"85-89 years"	"85-89"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Polycystic kidney, unspecified"	"Q61.3"	"< 1 year"	"1"	941	44436653	2.1	2.0	2.3	0.1	0.0%
	"Polycystic kidney, unspecified"	"Q61.3"	"1-4 years"	"1-4"	17	178140207	Unreliable	0.0	0.0	0.0	0.0%
	"Polycystic kidney, unspecified"	"Q61.3"	"25-29 years"	"25-29"	19	234285878	Unreliable	0.0	0.0	0.0	0.0%
	"Polycystic kidney, unspecified"	"Q61.3"	"30-34 years"	"30-34"	39	229872405	0.0	0.0	0.0	0.0	0.0%
	"Polycystic kidney, unspecified"	"Q61.3"	"35-39 years"	"35-39"	69	230611430	0.0	0.0	0.0	0.0	0.0%
